Code,StationName,Staffed,StationType,Address1,Address2,Address3,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Latitude/Longitude,Elevation,Population,FreeText,TicketOfficeName,TicketOfficePh,TicketOfficeATSPh,TicketOfficeFax,TicketOfficeATSFax,TicketOfficeQueue,TicketOfficeMshPrinter,StationServicesName,StationServicesPh,StationServicesATSPh,StationServicesFax,StationServicesATSFax,StationServicesQueue,StationServicesMsgPrinter,StationServicesPaging,StationServicesATSPaging,StationServicesLostFoundPh,StationServicesLostFoundATSPh,FirstLvlSupervisorName,FirstLvlSupervisorTitle,FirstLvlSupervisorLocation,FirstLvlSupervisorPh,FirstLvlSupervisorATSPh,FirstLvlSupervisorFax,FirstLvlSupervisorATSFax,FirstLvlSupervisorQueue,FirstLvlSupervisorMsgPrinter,SecondLvlSupervisorName,SecondLvlSupervisorTitle,SecondLvlSupervisorLocation,SecondLvlSupervisorPh,SecondLvlSupervisorATSPh,SecondLvlSupervisorFax,SecondLvlSupervisorATSFax,SecondLvlSupervisorQueue,SecondLvlSupervisorMsgPrinter,WaitingRoomHours,BaggageHours,MeetAndAssistHours,TicketHours,Non-AmtrakTicket,Quik-TrakHours,MetrolinkTVMHours,LoungeHours,ExpressHours,MailOfficeHours,ParkingHours
THN,"Thurmond, West Virginia",N,Platform with Shelter,Hwy 25 & Hwy 2,platform 1000 ft north of intersection,,Thurmond,WV,25936,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"37.956986,-81.078754",1073,200,Historic C&O Depot on County road 25 Thurmond McKendree Road,Unstaffed station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Service","Richmond, VA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RV7,RVRP,Exemption 6,"Assistant Superintendent, Customer Service","Washington, DC",Exemption 6,Exemption 6,Exemption 6,Exemption 6,WA3,,,,,,,,,,,,
TLT,"Tilton, New Hampshire",N,Curbside Bus Stop only (no shelter),63 Laconia Road,Evans Expressmart/Exxon Station,,Tilton,NH,03276,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,"43.455699,-71.565590",476,,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOA,"Torrance, California",N,Curbside Bus Stop only (no shelter),20575 Hamilton Avenue,Alpine Village,,Torrance,CA,90502,United States,Southwest,800-872-7245,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,"33.843364,-118.286676",29,,,Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
TOH,"Tomah, Wisconsin",N,Station Building (with waiting room),North Superior Avenue and Washington Street,,,Tomah,WI,54660,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"43.986007,-90.505331",964,8664,,Unstaffed Station,000-000-0000,,,,,,Exemption 6,Exemption 6,,,,,,,,,,Exemption 6,District Manager - Stations,"433 W. St. Paul Avenue, Milwaukee WI 53203",Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,MKEL,Exemption 6,Assistant Superintendent of Stations - Midwest,525 West Van Buren Street / 2nd Floor / Chicago IL 60606,Exemption 6,Exemption 6,Exemption 6,Exemption 6,   ,    ,,,,,,,,,,,
TOL,"Toledo, Ohio",Y,Station Building (with waiting room),415 Emerald Avenue,"Martin Luther King, Jr. Plaza",(formerly Central Union Plaza),Toledo,OH,43604-8817,United States,Central,419-246-0159,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,,,,,Via Rail Canada,E,Y,60,30,"41.638345,-83.541721",594,350000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,TOL,TOLL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,TOL,TOLL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Toledo, OH",Exemption 6,NONE    ,Exemption 6,NONE    ,TO7,TOLL,Exemption 6,"Assist. Superintendent, Customer Service","Chicago, Illinois",Exemption 6,,Exemption 6,,,,SMTWTFS 0000-1230 2100-2359,SMTWTFS 0000-1230 2100-2359,SMTWTFS 0000-1230 2100-2359,SMTWTFS 0000-1230 2100-2359,,,,,SMTWTFS 0000-1230 2100-2359,,
TOP,"Topeka, Kansas",Y,Station Building (with waiting room),500 SE Holliday Place,East 5th & Holliday,,Topeka,KS,66607-1100,United States,Central,785-357-5362,Y,N,N,N,N,N,N,N,Y,Y,,,,,,,,,C,Y,45,15,"39.051415,-95.664916",889,127473,Tkt Ofc Closed Th 28Jun-Tu 03Jul; Reopen 12a We 04Jul,Exemption 6,Exemption 6,,Exemption 6,,TOP,TOPL,Exemption 6,Exemption 6,,Exemption 6,,TOP,TOPL,Exemption 6,,Exemption 6,,Exemption 6,District Station Manager,"St. Louis, MO",Exemption 6,Exemption 6,Exemption 6,Exemption 6,ST7,STLL,Exemption 6,Asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,S------ 0000-0115 0400-0530 2330-2359; -MTWT-- 0000-0800 2330-2359; -----F- 0000-0800; ------S 0000-0115 0400-0530,,S------ 2330-2359; -MTWT-- 0000-0800 2330-2359; -----F- 0000-0800,S------ 2330-2359; -MTWT-- 0000-0800 2330-2359; -----F- 0000-0800,,,,,,,
TPA,"Tampa, Florida",Y,Station Building (with waiting room),601 North Nebraska Avenue,,,Tampa,FL,33602-3555,United States,Southern,813-221-7601,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,,,,Via Rail Canada,E,Y,60,30,"27.952492,-82.450777",22,332888,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,TPA,TPAL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,TPA,TPAL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager Stations,Orlando,Exemption 6,NONE    ,Exemption 6,NONE    ,OR7,ORLL,Exemption 6,Asst. Superintendent - Passenger Services,"Miami, Fl",Exemption 6,Exemption 6,Exemption 6,Exemption 6,MI7,MOE7,SMTWTFS 0815-1815,SMTWTFS 0815-1815,SMTWTFS 1000-1815,SMTWTFS 0815-1815,,SMTWTFS 0815-1815,,,SMTWTFS 1000-1600,,
TPL,"Temple, Texas",Y,Station Building (with waiting room),315 West Avenue B,,,Temple,TX,76501,United States,Southwest,254-742-2019,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,,,,Via Rail Canada,C,Y,60,30,"31.095883,-97.345792",704,60000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,TPL,P709,,,,,,,,,,,,Exemption 6,District Manager,"Austin, Texas",Exemption 6,NONE    ,Exemption 6,NONE    ,AU&,AUSL,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,LA3,,-MTWTF- 0930-1800,,-MTWTF- 0930-1800,-MTWTF- 0930-1800,,,,,,,SMTWTFS 0000-2345
TRA,"Tracy (Bus), California",N,Curbside Bus Stop only (no shelter),725 West Clover Road,Wendy's Restaurant,Amtrak Thruway Bus Stop,Tracy,CA,95376-1746,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,"37.761409,-121.436094",18,18428,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,DISTRICT MANAGER STATIONS,"200 SANTA FE AVE. #A, HANFORD, CA.  93230",Exemption 6,,Exemption 6,,HN7,0,,,,,,,,,,,
TRC,"Tracy (ACE Station), California",N,Platform with Shelter,4800 Tracy Boulevard,,,Tracy,CA,95377,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,N,N,,,,,,P,Y,15,15,"37.696211,-121.433970",152,,,,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
TRE,"Trenton, New Jersey",Y,Station Building (with waiting room),72 South Clinton Avenue,Trenton Transit Center,,Trenton,NJ,08609-1238,United States,Northeast,609-989-1770,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,,,,NJ Transit/SEPTA/VIA,E,Y,45,30,"40.219011,-74.754440",40,91430,See misc page for important info on ticket office hours,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,tre,p738,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,tre,p738,Exemption 6,Exemption 6,Exemption 6,000-0000,Exemption 6,District Manager Customer Services,"Newark, NJ",Exemption 6,Exemption 6,Exemption 6,Exemption 6,nwk,P739,Exemption 6,Superintendant Customer Services,"New York, NY",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NY7,P741,SMTWTFS 0000-2359,,,S-----S 0700-2100; -MTWTF- 0530-2100,,SMTWTFS 0000-2359,,,,,SMTWTFS 0000-2359
TRI,"Trinidad, Colorado",N,Platform with Shelter,110 West Pine Street,,,Trinidad,CO,81082,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,"37.172688,-104.507981",5988,9663,,unstaffed station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,SMTWTFS 0850-1901,,,,,,,,,,
TRK,"Turlock-Denair, California",N,Platform with Shelter,3800 Santa Fe Avenue,Corner of Elm Street,End of the BNSF Tracks,Denair,CA,95316,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,"37.527229,-120.798009",123,39000,"For more information, see ""Thruway Service""",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Hanford, CA",Exemption 6,NONE    ,Exemption 6,NONE    ,HN7,HNFL,Exemption 6,Superintendent - Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PLH,,,,,,,,,,,,SMTWTFS 0001-2359
TRU,"Truckee, California",N,Station Building (with waiting room),10065 Donner Pass Road,,,Truckee,CA,96161-0329,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,"39.327616,-120.185387",5825,2389,Thursday stop location:  see Miscellaneous screen.,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Sacramento, CA",Exemption 6,,,,EM7,SOA6,Exemption 6,Asst. Superintendent of Passenger Services,"Oakland, CA",Exemption 6,Exemption 6,,,,,S-----S 0900-1600; -MTWTF- 0900-1700,,,,,,,,,,
TRV,"Traverse City, Michigan",N,Curbside Bus Stop only (no shelter),107 Hall St.,,,Traverse City,MI,49684-2215,United States,Central,231-946-5180,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,"44.765169,-85.627845",591,15800,Picks up at Bay Area Transit,Amtrak Thruway Bus Stop,800-872-7245,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations-East,"Toledo, Oh.",Exemption 6,,Exemption 6,,TO7,TOLL,Exemption 6,Superintendent Passenger Service,"Chicago, Illinois",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
TSY,"Tusayan, Arizona",N,Curbside Bus Stop only (no shelter),Arizona Highway 64,Grand Canyon Village/IMAX Theatre,,Tusayan,AZ,86023,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,M,N,30,30,"35.974367,-112.126413",6594,,,Non-Amtrak staffed Thruway bus stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Southwest District Stations","Austin, TX",Exemption 6,,Exemption 6,,AU7,AUSL,Exemption 6,Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
TUK,"Tukwila, Washington",N,Platform with Shelter,7301 Longacres Way,Sounder Commuter Rail Station,,Tukwila,WA,98188,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,P,Y,30,30,"47.461081,-122.240254",29,14480,Call for special instructions during service disruptions,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Room 250, 800 NW 6th Ave, Portland, OR",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Asst. Superintendent - Passenger Services,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0000-2359,,,,,,,,,,
TUS,"Tucson, Arizona",Y,Station Building (with waiting room),400 North Toole Avenue,,,Tucson,AZ,85701-1899,United States,Southwest,520-623-4442,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,,,,,M,N,60,30,"32.222977,-110.966770",2394,541132,,Exemption 6,Exemption 6,,Exemption 6,,TUS,TUSL,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,SM--T-- 0615-2100; --TW--- 1345-2100; -----FS 0615-1330,SM--T-- 0615-2100; --TW--- 1345-2100; -----FS 0615-1330,SM--T-- 0615-2100; --TW--- 1345-2100; -----FS 0615-1330,SM--T-- 0615-2100; --TW--- 1345-2100; -----FS 0615-1330,,SM--T-- 0615-2100; --TW--- 1345-2100; -----FS 0615-1330,,,SM--T-- 0615-2100; --TW--- 1345-2100; -----FS 0615-1330,,SMTWTFS 0000-2359
TVF,"The Villages, Florida",N,Curbside Bus Stop only (no shelter),1150 Paige Place,Spanish Springs Shuttle Station,,The Villages,FL,32159-9318,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,E,Y,15,15,"28.940672,-81.948381",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWC,"Tawas City, Michigan",N,Curbside Bus Stop only (no shelter),1020 West Lake Street,Bay Inn,,Tawas City,MI,48763,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,30,30,"44.257281,-83.531059",591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWO,"Toronto, Ontario",Y,Station Building (with waiting room),65 Front Street West,Union Station,,Toronto,ON,M5J 1E7,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,,,YBZ,VIAnet:  TRTO,VIA Rail Canada,E,Y,45,30,"43.645427,-79.380762",266,3000000,Ticketing:  OCC/VIA/P33,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,TWO,TWZL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,TWO,TWZL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"Manager, Customer Experience, Terminal","Room A2, Toronto Union Station",Exemption 6,NONE    ,Exemption 6,NONE    ,TWO,TWZL,Exemption 6,"Director, Customer Experience","Toronto, Ontario",Exemption 6,NONE    ,Exemption 6,NONE    ,TWO,TWZL,S------ 0000-0045 0630-2359; -MTWTFS 0000-0045 0530-2359,SMTWTF- 0600-2300; ------S 0630-2300,S------ 0700-2330; -MTWTFS 0600-2330,S------ 0700-1300; -MTWTF- 0600-1300; ------S 0615-1300,S------ 0700-2200; -MTWTF- 0600-2200; ------S 0615-2200,,,S------ 0700-1915; -M-W-F- 0600-1915; --T-T-- 0600-2200; ------S 0615-2200,,,
TXA,"Texarkana, Arkansas",Y,Station Building (with waiting room),100 East Front Street,,,Texarkana,AR,71854-5907,United States,Southwest,870-772-1011,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,,,,,C,Y,60,30,"33.420067,-94.043082",311,93000,,Exemption 6,Exemption 6,,Exemption 6,,TXA,TXAL,Exemption 6,Exemption 6,,Exemption 6,,TXA,TXAL,Exemption 6,,Exemption 6,,Exemption 6,District Manager,"Austin, TX.",Exemption 6,,Exemption 6,,AUS,AUSL,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,LA3,,SM----S 0500-0800 1900-2200; --TWTF- 0500-0900 1900-2300,SM----S 0500-0800 1900-2145; --TWTF- 0500-0900 1900-2245,SM----S 0500-0800 1900-2200; --TWTF- 0500-0900 1900-2300,SM----S 0500-0800 1900-2145; --TWTF- 0500-0900 1900-2245,,,,,,,SMTWTFS 0000-2359
TYR,"Tyrone, Pennsylvania",N,Platform with Shelter,Pennsylvania Avenue and West 10th Street,,,Tyrone,PA,16686,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,"40.667705,-78.240470",912,7000,,Unstaffed station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Stations","Pittsburgh,PA.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Pgh,Pghl,Exemption 6,"Assistant Superintendent, Stations","Philadelphia, Pa",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PHL,P436,,,,,,,,,,,
UCA,"Utica, New York",Y,Station Building (with waiting room),321 Main Street,Boehlert Transportation Center,,Utica,NY,13501,United States,Northeast,315-797-8962,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,30,"43.103892,-75.223434",418,63000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,UCA,UCAL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,UCA,UCAL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager of Stations,"Buffalo/Depew, NY",Exemption 6,NONE    ,Exemption 6,NONE    ,BU7,BUFK,Exemption 6,District Superintendent,"Albany, NY",Exemption 6,NONE    ,Exemption 6,NONE    ,al7,albl,SMTWTFS 0630-2300,SMTWTFS 0645-2230,SMTWTFS 0645-2245,SMTWTFS 0645-2245,,SMTWTFS 0630-2300,,,SMTWTFS 0645-2230,,
UKH,"Ukiah, California",N,Curbside Bus Stop only (no shelter),711 East Perkins Street,Burger King,,Ukiah,CA,95482,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,"39.151579,-123.193671",601,13700,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Districk Superintendent,Oakland,Exemption 6,,,,,,,,,,,,,,,,
UOP,"University of Pennsylvania, Philadelphia, Pennsylvania",,Pseudo Station,3417 Spruce Street,Houston Hall (Student Union),Non-station Quik-Trak kiosk here,Philadelphia,PA,19104,United States,Mid-Atlantic,800-USA-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"Off site Quik-Trak kiosk, walkup sales have PHL as origin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,USA Rail Pass,,Pseudo Station,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USF,USA Rail Pass Pseudo Station for MAAS processing only,,Pseudo Station,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UWS,"Winston-Salem State Univ, Winston-Salem, North Carolina",N,Curbside Bus Stop only (no shelter),"Martin Luther King, Jr. Drive & Stadium Drive",PART bus stop south of F.L. Atkins Nursing Bldg,,Winston-Salem,NC,27110-0001,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,"36.090808,-80.227821",873,187000,"See ""Thruway Service"" screen for bus information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAB,"Virginia Beach, Virginia",N,Platform with Shelter,19th St. and Pacific Ave.,,,Virginia Beach,VA,23451,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,"36.847208,-75.976410",14,500000,Amtrak Thruway Bus stop connects with Amtrak trains in NPN ,Unstaffed Station Location Thruway bus stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Services","Richmond, VA  (RVR)",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RV7,RVRP,Exemption 6,Assistant General Manager,Washington DC  (WAS),Exemption 6,Exemption 6,,,,,,,,,,,,,,,
VAC,"Vancouver, British Columbia, Canada",Y,Station Building (with waiting room),1150 Station Street,Pacific Central Station,,Vancouver,BC,V6A 4C7,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,,,,VIAnet:  VCVR,VIA Rail Canada,P,Y,60,60,"49.273757,-123.098336",20,500000,"Tr 513, 517: Must be at sta 1 hr before dp for immigration",Exemption 6,Exemption 6,NONE    ,Exemption 6,,VAC,VACL,Exemption 6,Exemption 6,,Exemption 6,NONE    ,VAC,VACL,Exemption 6,,Exemption 6,,Exemption 6,Station Manager (VIA),"Vancouver, BC",Exemption 6,,Exemption 6,,VAC,VACL,Exemption 6,Service Delivery - VIA Headquarters,"Montreal, QC",Exemption 6,,Exemption 6,,,,SMTWTFS 0000-0100 0500-2359,S-T--F- 0600-2030; -M-WT-S 0600-1745,S-T--F- 0600-2030; -M-WT-S 0600-1745,S-T--F- 0600-2030; -M-WT-S 0600-1745,S-T--F- 0600-2030; -M-WT-S 0600-1745,,,,,,
VAE,"Vale, Oregon",N,Curbside Bus Stop only (no shelter),151 Smith Street North,Sinclair Gas Station,,Vale,OR,97918-1163,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,none,P,Y,30,30,"43.982436,-117.248191",2243,,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAI,"Vail, Colorado",N,Curbside Bus Stop only (no shelter),241 South Frontage Road East,,,Vail,CO,81657,United States,Central,970-476-5137,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,M,Y,30,30,"39.642215,-106.373460",8190,4460,,Non-Amtrak staffed Thruway bus stop,Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,District Manager,Chicago,Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,Exemption 6,Superintendant,Chicago,Exemption 6,Exemption 6,,,,,,,,,,,,,,,
VAL,"Vallejo, California",N,Curbside Bus Stop only (no shelter),4355 Sonoma Blvd.,Denny's Restaurant,,Vallejo,CA,94589,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,P,Y,30,30,"38.136142,-122.256328",7,,Use VMW for the 6 Flags Discovery Kingdom seasonal stop,Unstaffed Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
VAN,"Vancouver, Washington, United States",Y,Station Building (with waiting room),1301 West 11th Street,,,Vancouver,WA,98660,United States,Pacific Northwest,360-694-7307,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,P,Y,60,30,"45.628901,-122.686544",53,135100,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,VAN,VANL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,VAN,VANL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager,"Portland, OR",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA (at Holgate St. facility)",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0815-2100,SMTWTFS 0815-2030,SMTWTFS 0815-2045,SMTWTFS 0815-2045,,SMTWTFS 0815-2045,,,SMTWTFS 0815-2015,,SMTWTFS 0001-2359
VAS,"Livermore (Vasco Road-ACE Station), California",N,Platform with Shelter,575 South Vasco Road,,,Livermore,CA,94550,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,Y,,,,,,,,P,Y,15,15,"37.696986,-121.718346",563,,,,,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,bus,ladp,,,,,,,,,,,
VBC,"Victoria (Bus Station), British Columbia",N,Station Building (with waiting room),700 Douglas St.,behind the Empress Hotel,,Victoria,BC,V8W 3M6,Canada,Pacific,250-385-4411,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,VIX,,,Pacific Coach Lines,P,Y,30,30,"48.420579,-123.366424",23,66000,,,,,,,,,,,,,,,,,,,,Exemption 6,Manager Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,none,none,none,000-000-0000,,,,,,SMTWTFS 0530-2000,,,,,,,,,,
VEC,"Ventura, California",N,Platform with Shelter,Harbor Boulevard and Figueroa Street,,,Ventura,CA,93003,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,"34.276929,-119.299918",13,55000,"For more information, see ""Thruway Service""",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,NONE    ,Exemption 6,NONE    ,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,,,,,,,SMTWTFS 0000-2359,,,,
VIA,VIA Rail Canada,,Pseudo Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"null,null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIF,"Victoria (Ferry), British Columbia",N,Platform only (no shelter),254 Belleville St.,"Victoria Clipper Ferry, Inner Harbour",,Victoria,BC,V8V 1W9,Canada,Pacific,250-382-8100,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,VIX,,,Victoria Clipper,P,Y,45,45,"48.422426,-123.374174",15,,"Ferry to Seattle, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
